x,y,Current
307,2.019665683382497,3.1295726495726495,10
308,2.0452310717797446,3.1295726495726495,10
309,2.0707964601769913,3.1295726495726495,10
331,2.019665683382497,3.126837606837607,10
332,2.0452310717797446,3.126837606837607,10
333,2.0707964601769913,3.126837606837607,10
334,2.0963618485742375,3.126837606837607,10
335,2.121927236971485,3.126837606837607,10
336,2.1474926253687316,3.126837606837607,10
337,2.1730580137659783,3.126837606837607,10
338,2.198623402163225,3.126837606837607,10
339,2.224188790560472,3.126837606837607,10
355,2.019665683382497,3.124102564102564,10
356,2.0452310717797446,3.124102564102564,10
357,2.0707964601769913,3.124102564102564,10
358,2.0963618485742375,3.124102564102564,10
359,2.121927236971485,3.124102564102564,10
360,2.1474926253687316,3.124102564102564,10
361,2.1730580137659783,3.124102564102564,10
362,2.198623402163225,3.124102564102564,10
363,2.224188790560472,3.124102564102564,10
364,2.2497541789577187,3.124102564102564,10
365,2.2753195673549653,3.124102564102564,10
366,2.3008849557522124,3.124102564102564,10
367,2.326450344149459,3.124102564102564,10
368,2.3520157325467057,3.124102564102564,10
369,2.377581120943953,3.124102564102564,10
370,2.4031465093412,3.124102564102564,10
371,2.4287118977384465,3.124102564102564,10
372,2.4542772861356927,3.124102564102564,10
373,2.47984267453294,3.124102564102564,10
374,2.505408062930187,3.124102564102564,10
375,2.5309734513274336,3.124102564102564,10
376,2.55653883972468,3.124102564102564,10
377,2.5821042281219273,3.124102564102564,10
378,2.607669616519174,3.124102564102564,10
379,2.6332350049164206,3.124102564102564,10
387,2.019665683382497,3.1213675213675214,10
388,2.0452310717797446,3.1213675213675214,10
389,2.0707964601769913,3.1213675213675214,10
390,2.0963618485742375,3.1213675213675214,10
391,2.121927236971485,3.1213675213675214,10
392,2.1474926253687316,3.1213675213675214,10
393,2.1730580137659783,3.1213675213675214,10
394,2.198623402163225,3.1213675213675214,10
395,2.224188790560472,3.1213675213675214,10
396,2.2497541789577187,3.1213675213675214,10
397,2.2753195673549653,3.1213675213675214,10
398,2.3008849557522124,3.1213675213675214,10
399,2.326450344149459,3.1213675213675214,10
400,2.3520157325467057,3.1213675213675214,10
401,2.377581120943953,3.1213675213675214,10
