x,y,Current
388,2.0157016683022566,2.995555555555556,20
389,2.0412168792934247,2.995555555555556,20
390,2.0667320902845927,2.995555555555556,20
399,2.0157016683022566,2.9928205128205128,20
400,2.0412168792934247,2.9928205128205128,20
401,2.0667320902845927,2.9928205128205128,20
402,2.0922473012757603,2.9928205128205128,20
403,2.1177625122669284,2.9928205128205128,20
404,2.143277723258096,2.9928205128205128,20
405,2.168792934249264,2.9928205128205128,20
406,2.194308145240432,2.9928205128205128,20
411,2.0157016683022566,2.99008547008547,20
412,2.0412168792934247,2.99008547008547,20
413,2.0667320902845927,2.99008547008547,20
414,2.0922473012757603,2.99008547008547,20
415,2.1177625122669284,2.99008547008547,20
416,2.143277723258096,2.99008547008547,20
417,2.168792934249264,2.99008547008547,20
418,2.194308145240432,2.99008547008547,20
419,2.2198233562316,2.99008547008547,20
420,2.2453385672227677,2.99008547008547,20
421,2.2708537782139353,2.99008547008547,20
422,2.2963689892051034,2.99008547008547,20
423,2.321884200196271,2.99008547008547,20
424,2.3473994111874386,2.99008547008547,20
425,2.0157016683022566,2.9873504273504277,20
426,2.0412168792934247,2.9873504273504277,20
427,2.0667320902845927,2.9873504273504277,20
428,2.0922473012757603,2.9873504273504277,20
429,2.1177625122669284,2.9873504273504277,20
430,2.143277723258096,2.9873504273504277,20
431,2.168792934249264,2.9873504273504277,20
432,2.194308145240432,2.9873504273504277,20
433,2.2198233562316,2.9873504273504277,20
434,2.2453385672227677,2.9873504273504277,20
435,2.2708537782139353,2.9873504273504277,20
436,2.2963689892051034,2.9873504273504277,20
437,2.321884200196271,2.9873504273504277,20
438,2.3473994111874386,2.9873504273504277,20
439,2.3729146221786066,2.9873504273504277,20
440,2.398429833169774,2.9873504273504277,20
441,2.423945044160942,2.9873504273504277,20
442,2.4494602551521094,2.9873504273504277,20
443,2.143277723258096,2.9846153846153847,20
444,2.168792934249264,2.9846153846153847,20
445,2.194308145240432,2.9846153846153847,20
446,2.2198233562316,2.9846153846153847,20
447,2.2453385672227677,2.9846153846153847,20
448,2.2708537782139353,2.9846153846153847,20
449,2.2963689892051034,2.9846153846153847,20
450,2.321884200196271,2.9846153846153847,20
451,2.3473994111874386,2.9846153846153847,20
452,2.3729146221786066,2.9846153846153847,20
453,2.398429833169774,2.9846153846153847,20
454,2.423945044160942,2.9846153846153847,20
455,2.4494602551521094,2.9846153846153847,20
456,2.4749754661432775,2.9846153846153847,20
457,2.500490677134445,2.9846153846153847,20
458,2.526005888125613,2.9846153846153847,20
459,2.5515210991167807,2.9846153846153847,20
460,2.5770363101079488,2.9846153846153847,20
461,2.602551521099117,2.9846153846153847,20
462,2.6280667320902844,2.9846153846153847,20
463,2.6535819430814525,2.9846153846153847,20
464,2.2708537782139353,2.9818803418803417,20
465,2.2963689892051034,2.9818803418803417,20
466,2.321884200196271,2.9818803418803417,20
467,2.3473994111874386,2.9818803418803417,20
468,2.3729146221786066,2.9818803418803417,20
469,2.398429833169774,2.9818803418803417,20
470,2.423945044160942,2.9818803418803417,20
471,2.4494602551521094,2.9818803418803417,20
472,2.4749754661432775,2.9818803418803417,20
473,2.500490677134445,2.9818803418803417,20
474,2.526005888125613,2.9818803418803417,20
475,2.5515210991167807,2.9818803418803417,20
476,2.5770363101079488,2.9818803418803417,20
477,2.602551521099117,2.9818803418803417,20
478,2.6280667320902844,2.9818803418803417,20
479,2.6535819430814525,2.9818803418803417,20
480,2.67909715407262,2.9818803418803417,20
481,2.704612365063788,2.9818803418803417,20
482,2.730127576054956,2.9818803418803417,20
483,2.755642787046124,2.9818803418803417,20
484,2.781157998037292,2.9818803418803417,20
485,2.8066732090284594,2.9818803418803417,20
486,2.832188420019627,2.9818803418803417,20
487,2.8577036310107946,2.9818803418803417,20
488,2.398429833169774,2.979145299145299,20
489,2.423945044160942,2.979145299145299,20
490,2.4494602551521094,2.979145299145299,20
491,2.4749754661432775,2.979145299145299,20
492,2.500490677134445,2.979145299145299,20
493,2.526005888125613,2.979145299145299,20
494,2.5515210991167807,2.979145299145299,20
495,2.5770363101079488,2.979145299145299,20
496,2.602551521099117,2.979145299145299,20
497,2.6280667320902844,2.979145299145299,20
498,2.6535819430814525,2.979145299145299,20
499,2.67909715407262,2.979145299145299,20
500,2.704612365063788,2.979145299145299,20
501,2.730127576054956,2.979145299145299,20
502,2.755642787046124,2.979145299145299,20
503,2.781157998037292,2.979145299145299,20
504,2.8066732090284594,2.979145299145299,20
505,2.832188420019627,2.979145299145299,20
506,2.8577036310107946,2.979145299145299,20
507,2.8832188420019627,2.979145299145299,20
508,2.9087340529931303,2.979145299145299,20
509,2.9342492639842983,2.979145299145299,20
510,2.959764474975466,2.979145299145299,20
511,2.9852796859666335,2.979145299145299,20
512,3.0107948969578016,2.979145299145299,20
513,2.500490677134445,2.9764102564102566,20
514,2.526005888125613,2.9764102564102566,20
